pr_id,pr_number,repo,title,body,pr_length,author,created_at,is_merged,merge_status,num_reviewers,review_decision,num_review_comments,num_inline_comments,review_comments_text,num_changed_files,total_additions,total_deletions,modified_functions,num_commits,commit_messages,changed_files_list,num_labels,label_names,has_ai_reviewer,has_ai_generated_code
3601978775,138675,kubernetes/kubernetes,Improve ipamperf documentation,"#### What type of PR is this?\n\n/kind documentation\n\n#### What this PR does / why we need it:\n\nThis PR reviews and improves test/integration/ipamperf documentation for clarity, grammar, and consistency.\n\nThe changes include:\n\n- fixing grammar and spelling errors in the README\n- standardizing capitalization for terms like API server, QPS, CPU, and ID\n- correcting the profiling output description to mention both CPU and memory profile files\n- keeping the README usage example consistent with test-performance.sh help output\n- updating related user-facing flag descriptions in the ipamperf test package\n\n#### Which issue(s) this PR fixes:\n\nNone\n\n#### Special notes for your reviewer:\n\nThis was updated after reviewing the trivial edits policy. I reviewed the entire ipamperf README and related help text instead of limiting the PR to isolated typo fixes.\n\nI used Codex to help prepare this PR update, and I reviewed the resulting changes.\n\n#### Does this PR introduce a user-facing change?\n\n```release-note\nNONE\n```\n\n#### Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:\n\nNone\n\n#### Validation:\n\n- git diff --check -- test/integration/ipamperf/README.md test/integration/ipamperf/test-performance.sh test/integration/ipamperf/main_test.go\n- rg -n typo and terminology checks across the modified files\n- GOCACHE=/private/tmp/go-build-cache go test ./test/integration/ipamperf -run ^$ fails because etcd is not installed in PATH for integration tests",1519,mattsu2020,2026-04-29T11:36:10Z,False,closed_not_merged,0,NONE,0,0,,1,4,4,,1,Fix ipamperf README typos,test/integration/ipamperf/README.md,10,"area/test,sig/network,kind/documentation,size/XS,release-note-none,cncf-cla: yes,sig/testing,needs-ok-to-test,needs-priority,needs-triage",False,True
3518244682,36255,facebook/react,Bump axios from 1.7.7 to 1.15.0 in /compiler/apps/playground,"Bumps [axios](https://github.com/axios/axios) from 1.7.7 to 1.15.0.\n<details>\n<summary>Release notes</summary>\n<p><em>Sourced from <a href=""https://github.com/axios/axios/releases"">axios's releases</a>.</em></p>\n<blockquote>\n<h2>v1.15.0</h2>\n<p>This release delivers two critical security patches, adds runtime support for Deno and Bun, and includes significant CI hardening, documentation improvements, and routine dependency updates.</p>\n<h2>⚠️ Important Changes</h2>\n<ul>\n<li><strong>Deprecation:</strong> <code>url.parse()</code> usage has been replaced to address Node.js deprecation warnings. If you are on a recent version of Node.js, this resolves console warnings you may have been seeing. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10625"">#10625</a></strong>)</li>\n</ul>\n<h2>🔒 Security Fixes</h2>\n<ul>\n<li><strong>Proxy Handling:</strong> Fixed a <code>no_proxy</code> hostname normalisation bypass that could lead to Server-Side Request Forgery (SSRF). (<strong><a href=""https://redirect.github.com/axios/axios/issues/10661"">#10661</a></strong>)</li>\n<li><strong>Header Injection:</strong> Fixed an unrestricted cloud metadata exfiltration vulnerability via a header injection chain. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10660"">#10660</a></strong>)</li>\n</ul>\n<h2>🚀 New Features</h2>\n<ul>\n<li><strong>Runtime Support:</strong> Added compatibility checks and documentation for Deno and Bun environments. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10652"">#10652</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10653"">#10653</a></strong>)</li>\n</ul>\n<h2>🔧 Maintenance &amp; Chores</h2>\n<ul>\n<li><strong>CI Security:</strong> Hardened workflow permissions to least privilege, added the <code>zizmor</code> security scanner, pinned action versions, and gated npm publishing with OIDC and environment protection. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10618"">#10618</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10619"">#10619</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10627"">#10627</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10637"">#10637</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10666"">#10666</a></strong>)</li>\n<li><strong>Dependencies:</strong> Bumped <code>serialize-javascript</code>, <code>handlebars</code>, <code>picomatch</code>, <code>vite</code>, and <code>denoland/setup-deno</code> to latest versions. Added a 7-day Dependabot cooldown period. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10574"">#10574</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10572"">#10572</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10568"">#10568</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10663""...",21777,dependabot[bot],2026-04-11T21:04:07Z,False,closed_not_merged,0,NONE,0,0,,1,20,18,,1,Bump axios from 1.7.7 to 1.15.0 in /compiler/apps/playground,compiler/apps/playground/yarn.lock,3,"CLA Signed,dependencies,javascript",False,True
3518133296,36254,facebook/react,Bump axios from 1.7.4 to 1.15.0 in /compiler,"Bumps [axios](https://github.com/axios/axios) from 1.7.4 to 1.15.0.\n<details>\n<summary>Release notes</summary>\n<p><em>Sourced from <a href=""https://github.com/axios/axios/releases"">axios's releases</a>.</em></p>\n<blockquote>\n<h2>v1.15.0</h2>\n<p>This release delivers two critical security patches, adds runtime support for Deno and Bun, and includes significant CI hardening, documentation improvements, and routine dependency updates.</p>\n<h2>⚠️ Important Changes</h2>\n<ul>\n<li><strong>Deprecation:</strong> <code>url.parse()</code> usage has been replaced to address Node.js deprecation warnings. If you are on a recent version of Node.js, this resolves console warnings you may have been seeing. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10625"">#10625</a></strong>)</li>\n</ul>\n<h2>🔒 Security Fixes</h2>\n<ul>\n<li><strong>Proxy Handling:</strong> Fixed a <code>no_proxy</code> hostname normalisation bypass that could lead to Server-Side Request Forgery (SSRF). (<strong><a href=""https://redirect.github.com/axios/axios/issues/10661"">#10661</a></strong>)</li>\n<li><strong>Header Injection:</strong> Fixed an unrestricted cloud metadata exfiltration vulnerability via a header injection chain. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10660"">#10660</a></strong>)</li>\n</ul>\n<h2>🚀 New Features</h2>\n<ul>\n<li><strong>Runtime Support:</strong> Added compatibility checks and documentation for Deno and Bun environments. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10652"">#10652</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10653"">#10653</a></strong>)</li>\n</ul>\n<h2>🔧 Maintenance &amp; Chores</h2>\n<ul>\n<li><strong>CI Security:</strong> Hardened workflow permissions to least privilege, added the <code>zizmor</code> security scanner, pinned action versions, and gated npm publishing with OIDC and environment protection. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10618"">#10618</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10619"">#10619</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10627"">#10627</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10637"">#10637</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10666"">#10666</a></strong>)</li>\n<li><strong>Dependencies:</strong> Bumped <code>serialize-javascript</code>, <code>handlebars</code>, <code>picomatch</code>, <code>vite</code>, and <code>denoland/setup-deno</code> to latest versions. Added a 7-day Dependabot cooldown period. (<strong><a href=""https://redirect.github.com/axios/axios/issues/10574"">#10574</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10572"">#10572</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10568"">#10568</a></strong>, <strong><a href=""https://redirect.github.com/axios/axios/issues/10663""...",21761,dependabot[bot],2026-04-11T19:47:21Z,False,closed_not_merged,0,NONE,0,0,,1,26,10,,1,Bump axios from 1.7.4 to 1.15.0 in /compiler,compiler/yarn.lock,3,"CLA Signed,dependencies,javascript",False,True
3949815680,46945,huggingface/transformers,Fix broken internal documentation links,"## What does this PR do?\n\nFixes a number of broken internal documentation links.\n\n| File | Before | After |\n|---|---|---|\n| `conversations.md` | `./model_doc/gpt-oss` | `./model_doc/gpt_oss` |\n| `main_classes/quantization.md` | `../quantization` | `../quantization/overview` |\n| `model_doc/granitevision.md` | `(SigLIP)` | `(siglip)` |\n| `model_doc/idefics2.md` (×2) | `../quantization` | `../quantization/overview` |\n| `model_doc/minimax.md` (×2) | `../quantization` | `../quantization/overview` |\n| `model_doc/mixtral.md` (×2) | `../quantization` | `../quantization/overview` |\n| `model_doc/xlm-roberta.md` | `../quantization` | `../quantization/overview` |\n| `model_doc/seamless_m4t.md` | `./generation_strategies` | `../generation_strategies` |\n| `model_doc/splinter.md` | `../tasks/question-answering` | `../tasks/question_answering` |\n| `model_doc/switch_transformers.md` | `../quantization/bitsandbytes/` | `../quantization/bitsandbytes` |\n| `community_integrations/transformers_as_backend.md` (×4) | `./add_new_model`, `./custom_models`, `./perf_infer_gpu_multi`, `./contributing#…` | `../…` |\n\n\n## Before submitting\n\n- [x] This PR fixes a typo or improves the docs (you can dismiss the other checks if that's the case).",1288,sezer-muhammed,2026-06-28T03:58:25Z,True,merged,1,APPROVED,1,0,[Review by stevhliu]: thanks!,11,16,16,"decode,from_pretrained,print",1,Fix broken internal documentation links,"docs/source/en/community_integrations/transformers_as_backend.md,docs/source/en/conversations.md,docs/source/en/main_classes/quantization.md,docs/source/en/model_doc/granitevision.md,docs/source/en/model_doc/idefics2.md,docs/source/en/model_doc/minimax.md,docs/source/en/model_doc/mixtral.md,docs/source/en/model_doc/seamless_m4t.md,docs/source/en/model_doc/splinter.md,docs/source/en/model_doc/switch_transformers.md,docs/source/en/model_doc/xlm-roberta.md",0,,False,True
3947807865,46934,huggingface/transformers,"Add attention mask skip tests, tokenizer padding edge case tests, and…","… benchmark harness\n\n- Comprehensive unit tests for _ignore_causal_mask_sdpa and _ignore_bidirectional_mask_sdpa, covering padding, tracing, local attention, and edge cases (14 tests, all passing).\n- Tokenizer padding edge case tests for GPT-2 and LLaMA covering left/right padding, pad_token=eos_token conflicts, and variable-length batched generation.\n- Benchmark harness to measure throughput impact of causal mask skip logic at varying batch sizes and sequence lengths.\n\n# What does this PR do?\n\n<!--\nCongratulations! You've made it this far! You're not quite done yet though.\n\nOnce merged, your PR is going to appear in the release notes with the title you set, so make sure it's a great title that fully reflects the extent of your awesome contribution.\n\nThen, please replace this with a description of the change and which issue is fixed (if applicable). Please also include relevant motivation and context. List any dependencies (if any) that are required for this change.\n\nOnce you're done, someone will review your PR shortly (see the section ""Who can review?"" below to tag some potential reviewers). They may suggest changes to make the code even better. If no one reviewed your PR after a week has passed, don't hesitate to post a new comment @-mentioning the same persons---sometimes notifications get lost.\n-->\n\n<!-- Remove if not applicable -->\n\nFixes # (issue)\n\n## Code Agent Policy\n\nThe Transformers repo is currently being overwhelmed by a large number of PRs and issue comments written by\ncode agents. We are currently bottlenecked by our ability to review and respond to them. As a result, \n**we ask that new users do not submit pure code agent PRs** at this time. \nYou may use code agents in drafting or to help you diagnose issues. We'd also ask autonomous ""OpenClaw""-like agents\nnot to open any PRs or issues for the moment.\n\nPRs that appear to be fully agent-written will probably be closed without review, and we may block users who do this\nrepeatedly or maliciously. \n\nThis is a rapidly-evolving situation that's causing significant shockwaves in the open-source community. As a result, \nthis policy is likely to be updated regularly in the near future. For more information, please read [`CONTRIBUTING.md`](https://github.com/huggingface/transformers/blob/main/CONTRIBUTING.md).\n\n- [ ] I confirm that this is not a pure code agent PR.\n\n## Before submitting\n- [ ] This PR fixes a typo or improves the docs (you can dismiss the other checks if that's the case).\n- [ ] Did you read the [contributor guideline](https://huggingface.co/docs/transformers/contributing) and the\n      [Pull Request](https://huggingface.co/docs/transformers/pr_checks) checks?\n- [ ] Was this discussed/approved via a Github issue or the [forum](https://discuss.huggingface.co/)? Please add a link\n      to it if that's the case.\n- [ ] Did you make sure to update the documentation with your changes according to the [guidelines](https://github.com/hugging...",4636,MosadCreates,2026-06-27T13:49:21Z,False,closed_not_merged,0,NONE,0,0,,3,544,0,"BatchedGenerationPaddingTest,BidirectionalMaskSkipTest,CausalMaskSkipTest,MaskSkipWithTracingTest,PaddingEdgeCaseTest,benchmark_throughput,force_mask,get_model_and_tokenizer,main,patched_fn,test_batched_generation_with_padding,test_bidirectional_no_skip_when_tracing,test_gpt2_left_padding_generation,test_gpt2_left_vs_right_padding_generation_diff,test_gpt2_padding_side_default,test_llama_pad_token_eos_conflict,test_no_skip_when_local_attention,test_no_skip_when_local_attention_active,test_no_skip_when_padding_exists,test_no_skip_when_query_gt_one_and_kv_gt_query,test_no_skip_when_tracing_no_padding,test_pad_token_set_to_eos,test_skip_when_all_ones,test_skip_when_kv_less_than_local_window,test_skip_when_no_padding,test_skip_when_no_padding_and_equal_lengths,test_skip_when_no_padding_and_single_query,test_skip_when_padding_is_all_ones,test_skip_with_offset_and_no_padding,test_variable_length_batch_padding",1,"Add attention mask skip tests, tokenizer padding edge case tests, and benchmark harness","tests/tokenizers/test_padding_edge_cases.py,tests/utils/benchmark_attention_mask_skip.py,tests/utils/test_attention_mask_skip.py",1,Code agent slop,False,True
3553625631,65306,pandas-dev/pandas,BUG: Fix AttributeError for str[i]/str[slice] on ArrowExtensionArray,"- [x] closes #65112\n- [x] Tests added and passed\n- [ ] All code checks passed\n- [x] Added type annotations to new arguments/methods/functions.\n- [x] Added an entry in the latest `doc/source/whatsnew/v3.1.0.rst` file\n- [x] I have reviewed and followed all the contribution guidelines\n- [x] If I used AI to develop this pull request, I prompted it to follow `AGENTS.md`.\n\n## Problem\n\n`Series.str[0]` (or any integer/slice indexing via the `.str` accessor) raises `AttributeError` on `ArrowExtensionArray`, which is the backing array when `convert_dtypes(dtype_backend=""pyarrow"")` is used on string data.\n\n```python\n>>> ser = pd.Series([""abc"", ""def""]).convert_dtypes(dtype_backend=""pyarrow"")\n>>> ser.str[0]\n# AttributeError: 'ArrowExtensionArray' object has no attribute '_str_getitem'\n```\n\n## Root cause\n\nThe `.str` accessor `__getitem__` calls `_str_getitem` on the backing array. `ArrowExtensionArray` inherits from `ArrowStringArrayMixin` which has `_str_get` and `_str_slice`, but `_str_getitem` was never added. It previously existed via `BaseStringArrayMethods`, which was removed in #62155 (pandas 3.0).\n\n## Fix\n\nAdd `_str_getitem(self, key: int | slice) -> Self` to `ArrowStringArrayMixin`, delegating to `_str_get` for integer keys and `_str_slice` for slice keys — matching the `ObjectStringArrayMixin` implementation.\n\n## AI Disclosure\n\nI used GitHub Copilot (Claude Sonnet 4.6) as an assistant. I prompted it to follow `AGENTS.md`. I identified the root cause, reviewed all generated code.",1595,tinezivic,2026-04-20T04:08:09Z,False,closed_not_merged,0,NONE,0,0,,3,48,0,"_str_get,_str_getitem,_str_pad,_str_replace,test_string_slice_get_syntax,test_string_slice_get_syntax_arrow_extension_array,test_string_slice_out_of_bounds_nested",2,BUG: Fix AttributeError for str[i] on ArrowExtensionArray (GH#65112) | TYP: Add type annotation to _str_getitem,"doc/source/whatsnew/v3.1.0.rst,pandas/core/arrays/_arrow_string_mixins.py,pandas/tests/strings/test_strings.py",0,,False,True
3365574193,64430,pandas-dev/pandas,BUG: Reuse a single `Selection` during table-format `HDFStore.select` reads,"Repeated reads from table-format HDF keys were constructing selection state twice per `select` call in the read path. This added unnecessary allocation/retention pressure and is consistent with the long-standing memory-growth behavior reported for repeated table reads.\n\n- **Read-path change**\n  - `AppendableFrameTable.read` now creates one `Selection` and reuses it for both:\n    - axis extraction (`_read_axes`)\n    - post-read filtering/reindexing (`process_axes`)\n  - `_read_axes` was updated to accept an existing `Selection` instead of rebuilding from `where/start/stop`.\n\n- **API/internal contract cleanup**\n  - `Table._read_axes` signature changed from `(where, start, stop)` to `(selection)`, making ownership of selection state explicit and avoiding duplicate construction.\n\n- **Regression coverage**\n  - Added a focused test in `pandas/tests/io/pytables/test_select.py` that monkeypatches `Selection.__init__` and asserts only one initialization per `temp_hdfstore.select(""df"")`, while verifying result equality.\n\n```python\n# before\nresult = self._read_axes(where=where, start=start, stop=stop)\nselection = Selection(self, where=where, start=start, stop=stop)\ndf = self.process_axes(df, selection=selection, columns=columns)\n\n# after\nselection = Selection(self, where=where, start=start, stop=stop)\nresult = self._read_axes(selection=selection)\ndf = self.process_axes(df, selection=selection, columns=columns)\n```\n\n<!-- START COPILOT CODING AGENT TIPS -->\n---\n\n✨ Let Copilot coding agent [set things up for you](https://github.com/pandas-dev/pandas/issues/new?title=✨+Set+up+Copilot+instructions&body=Configure%20instructions%20for%20this%20repository%20as%20documented%20in%20%5BBest%20practices%20for%20Copilot%20coding%20agent%20in%20your%20repository%5D%28https://gh.io/copilot-coding-agent-tips%29%2E%0A%0A%3COnboard%20this%20repo%3E&assignees=copilot) — coding agent works faster and does higher quality work when set up for your repo.\n",2029,Copilot,2026-03-06T21:13:16Z,False,closed_not_merged,0,NONE,0,0,,2,24,5,"_read_axes,counting_init,create_index,read,test_select,test_select_dtypes_timestamp,test_select_uses_single_selection",2,Initial plan | BUG: reuse Selection object in HDF table reads,"pandas/io/pytables.py,pandas/tests/io/pytables/test_select.py",0,,False,True
3551100088,65288,pandas-dev/pandas,BUG: Fix formatters applied to wrong columns in truncated DataFrame.to_string (GH#35410),"- [x] closes #35410\n- [x] Tests added and passed\n- [x] All code checks passed\n- [x] Added an entry in the latest `doc/source/whatsnew/v3.1.0.rst` file\n- [x] I have reviewed and followed all the contribution guidelines\n- [x] If I used AI to develop this pull request, I prompted it to follow AGENTS.md\n\n## Bug\n\n`DataFrame.to_string()` applied `formatters` dict to wrong columns when output was horizontally truncated via `max_cols`.\n\n**Minimal reproduction:**\n\n```python\nimport pandas as pd\nimport numpy as np\n\ndf = pd.DataFrame(np.arange(30).reshape(5, 6), columns=[f""Col{i}"" for i in range(6)])\nformatters = {c: (lambda x, c=c: f""{c}: {x}"") for c in df.columns}\nprint(df.to_string(formatters=formatters, max_cols=4))\n# Before fix: Col4 shows ""Col2: 4"", Col5 shows ""Col3: 5""\n# After fix:  Col4 shows ""Col4: 4"", Col5 shows ""Col5: 5""\n```\n\n## Root Cause\n\nIn `DataFrameFormatter._get_formatter()`, when `formatters` is a dict and `i` is an integer (positional index), the code resolved `i` against `self.columns` (the original frame). After truncation, positional index 2 in the truncated frame corresponds to e.g. Col4, but `self.columns[2]` returned Col2.\n\n**Fix:** resolve positional indices against `self.tr_frame.columns` (the truncated frame) instead of `self.columns`. Also removed the `i not in self.columns` guard which caused incorrect behavior when column names are integers.\n\n## AI Disclosure\n\nThis fix was developed with the assistance of GitHub Copilot (Claude Sonnet 4.6). The AI assisted with code generation and diff review. The contributor verified the fix locally and confirmed the test passes.",1697,tinezivic,2026-04-19T02:32:22Z,True,merged,0,NONE,0,0,,3,17,2,"_get_formatter,test_datetimelike_frame,test_to_string_truncate_formatters,test_truncate_with_different_dtypes_multiindex",1,BUG: Fix formatters applied to wrong columns in truncated DataFrame.to_string (GH#35410),"doc/source/whatsnew/v3.1.0.rst,pandas/io/formats/format.py,pandas/tests/io/formats/test_format.py",0,,False,True
3741844300,65727,pandas-dev/pandas,Bump actions/stale from 10.2.0 to 10.3.0,"Bumps [actions/stale](https://github.com/actions/stale) from 10.2.0 to 10.3.0.\n<details>\n<summary>Release notes</summary>\n<p><em>Sourced from <a href=""https://github.com/actions/stale/releases"">actions/stale's releases</a>.</em></p>\n<blockquote>\n<h2>v10.3.0</h2>\n<h2>What's Changed</h2>\n<h3>Bug Fix</h3>\n<ul>\n<li>Enhancement: ignore stale labeling events by <a href=""https://github.com/shamoon""><code>@​shamoon</code></a> in <a href=""https://redirect.github.com/actions/stale/pull/1311"">actions/stale#1311</a></li>\n</ul>\n<h3>Dependency Updates</h3>\n<ul>\n<li>Upgrade dependencies (<code>@​actions/core</code>, <code>@​octokit/plugin-retry</code>, <a href=""https://github.com/typescript-eslint""><code>@​typescript-eslint</code></a>) by <a href=""https://github.com/Copilot""><code>@​Copilot</code></a> in <a href=""https://redirect.github.com/actions/stale/pull/1335"">actions/stale#1335</a></li>\n</ul>\n<h2>New Contributors</h2>\n<ul>\n<li><a href=""https://github.com/shamoon""><code>@​shamoon</code></a> made their first contribution in <a href=""https://redirect.github.com/actions/stale/pull/1311"">actions/stale#1311</a></li>\n</ul>\n<p><strong>Full Changelog</strong>: <a href=""https://github.com/actions/stale/compare/v10...v10.3.0"">https://github.com/actions/stale/compare/v10...v10.3.0</a></p>\n</blockquote>\n</details>\n<details>\n<summary>Commits</summary>\n<ul>\n<li><a href=""https://github.com/actions/stale/commit/eb5cf3af3ac0a1aa4c9c45633dd1ae542a27a899""><code>eb5cf3a</code></a> chore: upgrade dependencies and bump version to 10.3.0 (<a href=""https://redirect.github.com/actions/stale/issues/1335"">#1335</a>)</li>\n<li><a href=""https://github.com/actions/stale/commit/db5d06a4c82d5e94513c09c406638111df61f63e""><code>db5d06a</code></a> Enhancement: ignore stale labeling events (<a href=""https://redirect.github.com/actions/stale/issues/1311"">#1311</a>)</li>\n<li>See full diff in <a href=""https://github.com/actions/stale/compare/b5d41d4e1d5dceea10e7104786b73624c18a190f...eb5cf3af3ac0a1aa4c9c45633dd1ae542a27a899"">compare view</a></li>\n</ul>\n</details>\n<br />\n\n\n[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=actions/stale&package-manager=github_actions&previous-version=10.2.0&new-version=10.3.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)\n\nDependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.\n\n[//]: # (dependabot-automerge-start)\n[//]: # (dependabot-automerge-end)\n\n---\n\n<details>\n<summary>Dependabot commands and options</summary>\n<br />\n\nYou can trigger Dependabot actions by commenting on this PR:\n- `@dependabot rebase` will rebase this PR\n- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it\n- `@dependabot show <dependency name> i...",3607,dependabot[bot],2026-05-25T12:04:47Z,True,merged,1,APPROVED,1,0,,1,1,1,,1,Bump actions/stale from 10.2.0 to 10.3.0,.github/workflows/stale-pr.yml,2,"CI,Dependencies",False,True
3846998914,320942,microsoft/vscode,Feedback improvements,```Copilot Generated Description:``` Update feedback handling to utilize `AgentFeedbackKind` for better categorization of feedback types. Adjust related logic to ensure proper state management and feedback processing.\n\n,240,benibenj,2026-06-11T12:07:29Z,True,merged,2,APPROVED,2,2,"[Review by copilot-pull-request-reviewer[bot]]: ## Pull request overview\n\nThis PR refactors agent feedback categorization in the Agents window to use a shared `AgentFeedbackKind` enum (instead of ad-hoc string unions), and updates related UI/telemetry/test code to align with the new typing.\n\n**Changes:**\n- Introduces `AgentFeedbackKind` as a string-valued enum and updates feedback flows to use it consistently.\n- Updates sessions telemetry event typings to reference `AgentFeedbackKind` for converted/reply feedback kinds.\n- Adjusts changes view logic to exclude resolved feedback from per-file feedback counts, and updates/extends tests & fixtures accordingly.\n\n<details>\n<summary>Show a summary per file</summary>\n\n| File | Description |\n| ---- | ----------- |\n| src/vs/sessions/contrib/sessions/browser/sessionsTelemetry.contribution.ts | Switches telemetry event typings to use `AgentFeedbackKind` instead of string unions. |\n| src/vs/sessions/contrib/changes/browser/changesViewModel.ts | Excludes resolved feedback items from the “agent feedback per file” counts. |\n| src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackService.ts | Replaces string-union feedback kind with `AgentFeedbackKind` enum and updates related logic. |\n| src/vs/sessions/contrib/agentFeedback/browser/sessionEditorComments.ts | Adds `kind` to `ISessionEditorComment` and wires it through for PR review + agent feedback items. |\n| src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackEditorWidgetContribution.ts | Uses `kind` to drive comment type labels and updates conversion calls to pass `AgentFeedbackKind`. |\n| src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackTools.ts | Updates tool-created feedback to use `AgentFeedbackKind.AgentReview`. |\n| src/vs/sessions/contrib/agentFeedback/browser/nullAgentFeedbackService.contribution.ts | Updates the null service to emit `AgentFeedbackKind.UserReview` by default. |\n| src/vs/sessions/contrib/agentFeedback/test/browser/*.ts | Updates tests to use enum values and extends coverage for resolved feedback handling and widget fixtures. |\n</details>\n\n## Copilot's findings\n\n\n\n\n\n- **Files reviewed:** 12/12 changed files\n- **Comments generated:** 2 | [Inline on src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackEditorWidgetContribution.ts L353]: `_getTypeLabel` no longer returns a label for user feedback, and it also drops the previous ""Suggested"" label for `AgentFeedbackState.Created` items. This is a user-visible regression: created (agent-suggested) comments lose their explicit state indicator, and user feedback comments lose their type badge entirely. | [Inline on src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackService.ts L41]: `AgentFeedbackKind.AgentReview` is documented as ""Converted from an in-product (agent) code review comment"", but this kind is also used for tool-created (Created-state) feedback (see `addComment` tool). The current doc comment is misleading and can cause f...",12,69,54,"createAddCommentTool,createFeedbackComment,createPRReviewComment,created,effectiveKind,enum,getSessionEditorComments,suite,typeLabel",1,feedback improvements,"src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackEditorWidgetContribution.ts,src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackService.ts,src/vs/sessions/contrib/agentFeedback/browser/agentFeedbackTools.ts,src/vs/sessions/contrib/agentFeedback/browser/nullAgentFeedbackService.contribution.ts,src/vs/sessions/contrib/agentFeedback/browser/sessionEditorComments.ts,src/vs/sessions/contrib/agentFeedback/test/browser/agentFeedbackAttachment.test.ts,src/vs/sessions/contrib/agentFeedback/test/browser/agentFeedbackEditorWidget.fixture.ts,src/vs/sessions/contrib/agentFeedback/test/browser/agentFeedbackService.test.ts,src/vs/sessions/contrib/agentFeedback/test/browser/agentFeedbackTools.test.ts,src/vs/sessions/contrib/agentFeedback/test/browser/sessionEditorComments.test.ts,src/vs/sessions/contrib/changes/browser/changesViewModel.ts,src/vs/sessions/contrib/sessions/browser/sessionsTelemetry.contribution.ts",0,,True,True
